Rank,Date,Link,Title,Labels,subjectivity_label,subjectivity_text,entities,Is_Money
199,22/07/2013,https://www.dailymail.co.uk/news/article-2372883/As-win-Ashes-Test-Tour-France-MPs-say-children-avoid-competitive-sports-exercise-life.html,"As we win the Ashes Test and Tour de France, MPs say children should avoid competitive sports because it can put them off exercise for life",Negative,objective,"objective: As we win the Ashes Test and Tour de France, MPs say children should avoid competitive sports because it can put them off exercise for life","[{""text"": ""the Ashes Test"", ""type"": ""EVENT"", ""start"": 10, ""end"": 24, ""cms"": null}, {""text"": ""Tour de France"", ""type"": ""EVENT"", ""start"": 29, ""end"": 43, ""cms"": null}]",O
12,26/07/2013,https://www.dailymail.co.uk/debate/article-2379391/They-proud-But-Im-afraid-Olympic-legacy-bitter-disappointment.html,They made us so proud. But I'm afraid the Olympic legacy is bitter disappointment,Negative,objective,objective: They made us so proud. But I'm afraid the Olympic legacy is bitter disappointment,"[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 42, ""end"": 49, ""cms"": null}]",O
30,28/07/2013,https://www.dailymail.co.uk/sport/othersports/article-2380488/Dont-hit-panic-button-Olympic-legacy--winning--Laura-Williamson.html,Don't hit the panic button over the Olympic legacy... we're still winning - Laura Williamson,Neutral,objective,objective: Don't hit the panic button over the Olympic legacy. we're still winning - Laura Williamson,"[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 36, ""end"": 43, ""cms"": null}, {""text"": ""Laura Williamson"", ""type"": ""PERSON"", ""start"": 76, ""end"": 92, ""cms"": null}]",O
4,30/07/2013,https://www.dailymail.co.uk/travel/article-2380909/A-cool-Olympic-legacy-Giant-indoor-ski-centre-East-London-biggest-UK.html,A cool Olympic legacy: Giant indoor ski centre in East London will be biggest in UK,Positive,objective,objective: A cool Olympic legacy: Giant indoor ski centre in East London will be biggest in UK,"[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 7, ""end"": 14, ""cms"": null}, {""text"": ""East London"", ""type"": ""GPE"", ""start"": 50, ""end"": 61, ""cms"": null}, {""text"": ""UK"", ""type"": ""GPE"", ""start"": 81, ""end"": 83, ""cms"": null}]",O
189,31/07/2013,https://www.dailymail.co.uk/news/article-2381723/Pupils-taught-hours-PE-week-halves-Coalition-government.html,Pupils taught two hours of PE a week 'halves under Coalition government',Negative,objective,objective: Pupils taught two hours of PE a week 'halves under Coalition government',"[{""text"": ""two hours"", ""type"": ""TIME"", ""start"": 14, ""end"": 23, ""cms"": null}, {""text"": ""Coalition"", ""type"": ""ORG"", ""start"": 51, ""end"": 60, ""cms"": null}]",O
11,4/8/2013,https://www.dailymail.co.uk/sport/othersports/article-2384491/London-rides-crest-wave-cycling-major-focus-Olympic-legacy.html,London rides the crest of a wave as cycling becomes major focus of Olympic legacy,Positive,objective,objective: London rides the crest of a wave as cycling becomes major focus of Olympic legacy,"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 0, ""end"": 6, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 67, ""end"": 74, ""cms"": null}]",O
5,25/09/2013,https://www.dailymail.co.uk/sport/othersports/article-2432292/Olympic-legacy-London-velodrome-host-World-Championships-2016.html,Olympic legacy! London velodrome to host World Championships in 2016,Positive,objective,objective: Olympic legacy! London velodrome to host World Championships in 2016,"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 16, ""end"": 22, ""cms"": null}, {""text"": ""World Championships"", ""type"": ""EVENT"", ""start"": 41, ""end"": 60, ""cms"": null}, {""text"": ""2016"", ""type"": ""DATE"", ""start"": 64, ""end"": 68, ""cms"": null}]",O
44,29/10/2013,https://www.dailymail.co.uk/travel/article-2479083/VisitEngland-hopes-Wiggins-effect-help-boost-tourism-reveals-2014-highlights.html,VisitEngland hopes 'Wiggins effect' will help boost tourism as it reveals 2014 highlights,Positive,subjective,subjective: VisitEngland hopes 'Wiggins effect' will help boost tourism as it reveals 2014 highlights,"[{""text"": ""VisitEngland"", ""type"": ""ORG"", ""start"": 0, ""end"": 12, ""cms"": null}, {""text"": ""Wiggins"", ""type"": ""PERSON"", ""start"": 20, ""end"": 27, ""cms"": null}, {""text"": ""2014"", ""type"": ""DATE"", ""start"": 74, ""end"": 78, ""cms"": null}]",O
151,17/11/2013,https://www.dailymail.co.uk/sport/football/article-2508907/CHARLES-SALE-West-Ham-Leyton-Orient-condemned-squabbling-like-children-Olympic-Stadium.html,CHARLES SALE: West Ham and Leyton Orient condemned for 'squabbling like children' over Olympic Stadium,Negative,objective,objective: CHARLES SALE: West Ham and Leyton Orient condemned for 'squabbling like children' over Olympic Stadium,"[{""text"": ""CHARLES SALE"", ""type"": ""PERSON"", ""start"": 0, ""end"": 12, ""cms"": null}, {""text"": ""West Ham"", ""type"": ""ORG"", ""start"": 14, ""end"": 22, ""cms"": null}, {""text"": ""Leyton Orient"", ""type"": ""ORG"", ""start"": 27, ""end"": 40, ""cms"": null}, {""text"": ""Olympic Stadium"", ""type"": ""FAC"", ""start"": 87, ""end"": 102, ""cms"": null}]",O
146,20/11/2013,https://www.dailymail.co.uk/sport/football/article-2510671/Work-Olympic-Stadium-roof-begins-West-Hams-new-home.html,Work on Olympic Stadium roof begins at West Ham's new home,Positive,objective,objective: Work on Olympic Stadium roof begins at West Ham's new home,"[{""text"": ""Olympic Stadium"", ""type"": ""FAC"", ""start"": 8, ""end"": 23, ""cms"": null}, {""text"": ""West Ham's"", ""type"": ""ORG"", ""start"": 39, ""end"": 49, ""cms"": null}]",O
38,26/11/2013,https://www.dailymail.co.uk/news/article-2513872/First-residents-London-2012-Athletes-Village-accommodation-turned-flats.html,First residents move into London 2012 Athletes' Village after accommodation was turned into flats,Positive,objective,objective: First residents move into London 2012 Athletes' Village after accommodation was turned into flats,"[{""text"": ""First"", ""type"": ""ORDINAL"", ""start"": 0, ""end"": 5, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 26, ""end"": 32, ""cms"": null}, {""text"": ""Athletes' Village"", ""type"": ""FAC"", ""start"": 38, ""end"": 55, ""cms"": null}]",O
273,18/01/2014,https://www.dailymail.co.uk/news/article-2541676/Failed-asylum-seekers-new-80-000-astroturf-football-pitch-detention-centre-schools-nearby-forced-sell-fields.html,"Failed asylum seekers get new £80,000 astroturf football pitch in detention centre",Negative,objective,"objective: Failed asylum seekers get new £80,000 astroturf football pitch in detention centre","[{""text"": ""80,000"", ""type"": ""MONEY"", ""start"": 31, ""end"": 37, ""cms"": null}]",Money
106,10/2/2014,https://www.dailymail.co.uk/sport/football/article-2555707/West-Ham-sell-Upton-Park-biggest-London-football-stadium-redevelopment.html,West Ham sell Upton Park in biggest London football stadium redevelopment,Positive,objective,objective: West Ham sell Upton Park in biggest London football stadium redevelopment,"[{""text"": ""West Ham"", ""type"": ""ORG"", ""start"": 0, ""end"": 8, ""cms"": null}, {""text"": ""Upton Park"", ""type"": ""FAC"", ""start"": 14, ""end"": 24, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 36, ""end"": 42, ""cms"": null}]",O
148,11/2/2014,https://www.dailymail.co.uk/sport/othersports/article-2556977/Swimming-set-appeal-against-funds-withdrawal-womens-Olympic-sports.html,Swimming set to appeal against funds withdrawal from women's Olympic sports,Negative,objective,objective: Swimming set to appeal against funds withdrawal from women's Olympic sports,"[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 61, ""end"": 68, ""cms"": null}]",O
190,28/02/2014,https://www.dailymail.co.uk/sport/othersports/article-2570593/Brownlee-brothers-bikes-support-Yorkshire-Festival-Cycling.html,Brownlee brothers get on their bikes in support of Yorkshire Festival of Cycling...and take a ride through the set of Emmerdale while they're at it!,Positive,objective,objective: Brownlee brothers get on their bikes in support of Yorkshire Festival of Cycling.and take a ride through the set of Emmerdale while they're at it!,"[{""text"": ""Brownlee"", ""type"": ""PERSON"", ""start"": 0, ""end"": 8, ""cms"": null}, {""text"": ""Yorkshire Festival of Cycling"", ""type"": ""EVENT"", ""start"": 51, ""end"": 80, ""cms"": null}, {""text"": ""Emmerdale"", ""type"": ""WORK_OF_ART"", ""start"": 118, ""end"": 127, ""cms"": null}]",O
85,4/4/2014,https://www.dailymail.co.uk/femail/article-2596797/Still-reeling-zip-wire-incident-Boris-Mayor-takes-backseat-Prince-Harry-pay-visit-new-Olympic-Park.html,Prince Harry and Boris Johnson enjoy a playdate at the Olympic Park,Positive,objective,objective: Prince Harry and Boris Johnson enjoy a playdate at the Olympic Park,"[{""text"": ""Prince Harry"", ""type"": ""PERSON"", ""start"": 0, ""end"": 12, ""cms"": null}, {""text"": ""Boris Johnson"", ""type"": ""PERSON"", ""start"": 17, ""end"": 30, ""cms"": null}, {""text"": ""the Olympic Park"", ""type"": ""FAC"", ""start"": 51, ""end"": 67, ""cms"": null}]",O
43,4/4/2014,https://www.dailymail.co.uk/travel/article-2596772/Ever-wanted-use-diving-board-Tom-Daley-Now-Londons-Olympic-Park-officially-opens-public.html,London's Olympic Park officially opens to the public,Positive,objective,objective: London's Olympic Park officially opens to the public,"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 0, ""end"": 6, ""cms"": null}, {""text"": ""Olympic Park"", ""type"": ""FAC"", ""start"": 9, ""end"": 21, ""cms"": null}]",O
259,26/07/2014,https://www.dailymail.co.uk/health/article-2706986/Britains-TOFI-kids-health-time-bomb-Thats-Thin-Outside-Fat-Inside-1m-fit-children-face-hidden-risks.html,Britain's Thin Outside but Fat Inside kids health time-bomb,Negative,subjective,subjective: Britain's Thin Outside but Fat Inside kids health time-bomb,"[{""text"": ""Britain"", ""type"": ""GPE"", ""start"": 0, ""end"": 7, ""cms"": null}]",O
29,6/8/2014,https://www.dailymail.co.uk/sport/olympics/article-2717909/Athens-Olympic-relay-stars-team-ten-years-inspire-generation.html,Athens Olympic relay stars team up again after ten years to inspire next generation,Positive,objective,objective: Athens Olympic relay stars team up again after ten years to inspire next generation,"[{""text"": ""Athens"", ""type"": ""GPE"", ""start"": 0, ""end"": 6, ""cms"": null}, {""text"": ""ten years"", ""type"": ""DATE"", ""start"": 47, ""end"": 56, ""cms"": null}]",O
15,14/01/2015,https://www.dailymail.co.uk/news/article-2910553/Coalition-promises-London-2012-Olympic-Games-inspire-generation-active-coming-short-Pupils-spend-time-sport-PE-classes-did-four-years-ago.html,Sport and PE in schools have slumped since 2012 London Olympics,Negative,objective,objective: Sport and PE in schools have slumped since 2012 London Olympics,"[{""text"": ""2012"", ""type"": ""DATE"", ""start"": 43, ""end"": 47, ""cms"": null}, {""text"": ""London Olympics"", ""type"": ""EVENT"", ""start"": 48, ""end"": 63, ""cms"": null}]",O
22,29/01/2015,https://www.dailymail.co.uk/sport/othersports/article-2931144/Olympic-legacy-loses-steam-Sport-England-reveal-245-000-people-swimming.html,"Olympic legacy loses steam as Sport England reveal 245,000 people give up swimming",Negative,objective,"objective: Olympic legacy loses steam as Sport England reveal 245,000 people give up swimming","[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 0, ""end"": 7, ""cms"": null}, {""text"": ""Sport England"", ""type"": ""ORG"", ""start"": 30, ""end"": 43, ""cms"": null}, {""text"": ""245,000"", ""type"": ""CARDINAL"", ""start"": 51, ""end"": 58, ""cms"": null}]",O
24,11/6/2015,https://www.dailymail.co.uk/sport/olympics/article-3120604/Olympic-legacy-risk-222-000-Brits-turn-backs-sport-six-months.html,"Olympic legacy at risk after 222,000 Brits turn their backs on sport in last six months",Negative,objective,"objective: Olympic legacy at risk after 222,000 Brits turn their backs on sport in last six months","[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 0, ""end"": 7, ""cms"": null}, {""text"": ""222,000"", ""type"": ""CARDINAL"", ""start"": 29, ""end"": 36, ""cms"": null}, {""text"": ""Brits"", ""type"": ""NORP"", ""start"": 37, ""end"": 42, ""cms"": null}, {""text"": ""last six months"", ""type"": ""DATE"", ""start"": 72, ""end"": 87, ""cms"": null}]",O
69,18/06/2015,https://www.dailymail.co.uk/sport/sportsnews/article-3130364/Nation-hope-pray-Mo-Farah-s-error-absent-minded.html,Nation must hope and pray that Mo Farah's only error is being absent-minded,Negative,subjective,subjective: Nation must hope and pray that Mo Farah's only error is being absent-minded,"[{""text"": ""Mo Farah's"", ""type"": ""PERSON"", ""start"": 31, ""end"": 41, ""cms"": null}]",O
31,19/06/2015,https://www.dailymail.co.uk/sport/football/article-3131371/Olympic-Stadium-costs-rise-whopping-35m-West-Ham-prepare-club-pay-15m-272m-total.html,Olympic Stadium costs rise by whopping £35m as West Ham prepare to move in... but club will only pay £15m of £272m total,Negative,subjective,subjective: Olympic Stadium costs rise by whopping £35m as West Ham prepare to move in. but club will only pay £15m of £272m total,"[{""text"": ""Olympic Stadium"", ""type"": ""FAC"", ""start"": 0, ""end"": 15, ""cms"": null}, {""text"": ""35m"", ""type"": ""MONEY"", ""start"": 40, ""end"": 43, ""cms"": null}, {""text"": ""West Ham"", ""type"": ""ORG"", ""start"": 47, ""end"": 55, ""cms"": null}, {""text"": ""15"", ""type"": ""MONEY"", ""start"": 102, ""end"": 104, ""cms"": null}, {""text"": ""m"", ""type"": ""MONEY"", ""start"": 104, ""end"": 105, ""cms"": null}, {""text"": ""272"", ""type"": ""MONEY"", ""start"": 110, ""end"": 113, ""cms"": null}, {""text"": ""m"", ""type"": ""MONEY"", ""start"": 113, ""end"": 114, ""cms"": null}]",Money
14,6/7/2015,https://www.dailymail.co.uk/news/article-3150711/Wicked-negligent-politicians-failed-use-London-2012-legacy-inspire-generation-children-sport-says-ex-Olympics-minister-Tessa-Jowell.html,Tessa Jowell says London Olympics 2012 legacy has been 'squandered',Negative,objective,objective: Tessa Jowell says London Olympics 2012 legacy has been 'squandered',"[{""text"": ""Tessa Jowell"", ""type"": ""PERSON"", ""start"": 0, ""end"": 12, ""cms"": null}, {""text"": ""London Olympics 2012"", ""type"": ""EVENT"", ""start"": 18, ""end"": 38, ""cms"": null}]",O
34,10/7/2015,https://www.dailymail.co.uk/sport/othersports/article-3155925/Usain-Bolt-return-Olympic-stadium-won-three-gold-medals-agreeing-compete-Anniversary-Games.html,"Usain Bolt will return to Olympic Stadium where he won three gold medals, at Anniversary Games",Positive,objective,"objective: Usain Bolt will return to Olympic Stadium where he won three gold medals, at Anniversary Games","[{""text"": ""Usain Bolt"", ""type"": ""PERSON"", ""start"": 0, ""end"": 10, ""cms"": null}, {""text"": ""Olympic Stadium"", ""type"": ""FAC"", ""start"": 26, ""end"": 41, ""cms"": null}, {""text"": ""three"", ""type"": ""CARDINAL"", ""start"": 55, ""end"": 60, ""cms"": null}, {""text"": ""Anniversary Games"", ""type"": ""EVENT"", ""start"": 77, ""end"": 94, ""cms"": null}]",O
95,14/08/2015,https://www.dailymail.co.uk/news/article-3198832/What-stench-s-icon-national-pride-earth-two-porn-barons-protegee-Baroness-Brady-allowed-Olympic-Stadium-deal-entirely-financed-taxpayer.html,Karren Brady took over Olympic Stadium in a deal financed by the taxpayer,Neutral,objective,objective: Karren Brady took over Olympic Stadium in a deal financed by the taxpayer,"[{""text"": ""Karren Brady"", ""type"": ""PERSON"", ""start"": 0, ""end"": 12, ""cms"": null}, {""text"": ""Olympic Stadium"", ""type"": ""FAC"", ""start"": 23, ""end"": 38, ""cms"": null}]",O
132,23/08/2015,https://www.dailymail.co.uk/sport/football/article-3208194/Karren-Brady-hits-Olympic-Stadium-critics-says-West-Ham-took-house-wanted.html,Karren Brady hits back at Olympic Stadium critics and says West Ham took over the house nobody wanted,Negative,objective,objective: Karren Brady hits back at Olympic Stadium critics and says West Ham took over the house nobody wanted,"[{""text"": ""Karren Brady"", ""type"": ""PERSON"", ""start"": 0, ""end"": 12, ""cms"": null}, {""text"": ""Olympic Stadium"", ""type"": ""FAC"", ""start"": 26, ""end"": 41, ""cms"": null}, {""text"": ""West Ham"", ""type"": ""ORG"", ""start"": 59, ""end"": 67, ""cms"": null}]",O
88,27/08/2015,https://www.dailymail.co.uk/sport/football/article-3211751/West-Ham-s-Olympic-Stadium-means-home-heroes-doesn-t-sit-doing-50-weeks.html,"West Ham's Olympic Stadium move means we still have a home for heroes, but it doesn't sit there doing nothing for 50 weeks",Positive,subjective,"subjective: West Ham's Olympic Stadium move means we still have a home for heroes, but it doesn't sit there doing nothing for 50 weeks","[{""text"": ""West Ham's"", ""type"": ""ORG"", ""start"": 0, ""end"": 10, ""cms"": null}, {""text"": ""Olympic Stadium"", ""type"": ""FAC"", ""start"": 11, ""end"": 26, ""cms"": null}, {""text"": ""50 weeks"", ""type"": ""DATE"", ""start"": 114, ""end"": 122, ""cms"": null}]",O
3,17/10/2015,https://www.dailymail.co.uk/news/article-3276644/So-Olympic-legacy-400-000-fewer-doing-sports-London-s-2012-Games.html,400k fewer are doing sports after London's 2012 Olympic Games,Negative,objective,objective: 400k fewer are doing sports after London's 2012 Olympic Games,"[{""text"": ""400k fewer"", ""type"": ""CARDINAL"", ""start"": 0, ""end"": 10, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 34, ""end"": 40, ""cms"": null}, {""text"": ""2012"", ""type"": ""DATE"", ""start"": 43, ""end"": 47, ""cms"": null}, {""text"": ""Olympic Games"", ""type"": ""EVENT"", ""start"": 48, ""end"": 61, ""cms"": null}]",O
25,6/11/2015,https://www.dailymail.co.uk/sport/rugbyleague/article-3307091/Tom-Burgess-aiming-London-rugby-league-legacy-New-Zealand-clash.html,Tom Burgess aiming for London rugby league 'legacy' after New Zealand clash,Negative,objective,objective: Tom Burgess aiming for London rugby league 'legacy' after New Zealand clash,"[{""text"": ""Tom Burgess"", ""type"": ""PERSON"", ""start"": 0, ""end"": 11, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 23, ""end"": 29, ""cms"": null}, {""text"": ""New Zealand"", ""type"": ""GPE"", ""start"": 58, ""end"": 69, ""cms"": null}]",O
2,28/07/2016,https://www.dailymail.co.uk/news/article-3712574/Culture-bigwigs-slam-1-3billion-Olympic-legacy-building-project-bunch-giant-warehouses-bleak-area-East-London.html,Olympic legacy building project in London slammed by architects over 'boring' buildings,Negative,subjective,subjective: Olympic legacy building project in London slammed by architects over 'boring' buildings,"[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 0, ""end"": 7, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 35, ""end"": 41, ""cms"": null}]",O
1,5/8/2016,https://www.dailymail.co.uk/property/article-3725436/The-property-legacy-London-2012-Four-years-s-like-live-Olympic-village.html,"The property legacy of London 2012: Four years on, what’s it like to live in the Olympic village?",Neutral,objective,"objective: The property legacy of London 2012: Four years on, what’s it like to live in the Olympic village?","[{""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 23, ""end"": 34, ""cms"": null}, {""text"": ""Four years on"", ""type"": ""DATE"", ""start"": 36, ""end"": 49, ""cms"": null}]",O
33,22/11/2017,https://www.dailymail.co.uk/sport/football/article-5109437/London-Assembly-demands-West-Ham-s-landlord-s-accounts.html,London Assembly demands West Ham's landlord's accounts,Neutral,objective,objective: London Assembly demands West Ham's landlord's accounts,"[{""text"": ""London Assembly"", ""type"": ""ORG"", ""start"": 0, ""end"": 15, ""cms"": null}, {""text"": ""West Ham's"", ""type"": ""GPE"", ""start"": 24, ""end"": 34, ""cms"": null}]",O
37,1/12/2017,https://www.dailymail.co.uk/sport/football/article-5136191/Sadiq-Khan-control-West-Hams-London-Stadium.html,Sadiq Khan to take control of West Ham's London Stadium,Neutral,objective,objective: Sadiq Khan to take control of West Ham's London Stadium,"[{""text"": ""Sadiq Khan"", ""type"": ""PERSON"", ""start"": 0, ""end"": 10, ""cms"": null}, {""text"": ""West Ham's"", ""type"": ""FAC"", ""start"": 30, ""end"": 40, ""cms"": null}, {""text"": ""London Stadium"", ""type"": ""FAC"", ""start"": 41, ""end"": 55, ""cms"": null}]",O
109,22/03/2018,https://www.dailymail.co.uk/sport/article-5533675/No-Hitler-analogies-Boris-Johnson-flew-flag-Beijing.html,No Hitler analogies when Boris Johnson flew the flag for Beijing,Negative,subjective,subjective: No Hitler analogies when Boris Johnson flew the flag for Beijing,"[{""text"": ""Hitler"", ""type"": ""PERSON"", ""start"": 3, ""end"": 9, ""cms"": null}, {""text"": ""Boris Johnson"", ""type"": ""PERSON"", ""start"": 25, ""end"": 38, ""cms"": null}, {""text"": ""Beijing"", ""type"": ""GPE"", ""start"": 57, ""end"": 64, ""cms"": null}]",O
18,4/8/2019,https://www.dailymail.co.uk/news/article-7319723/Thousands-cyclists-ride-London-Surrey-again.html,"More than 30,000 cyclists ride from London to Surrey and back again",Neutral,objective,"objective: More than 30,000 cyclists ride from London to Surrey and back again","[{""text"": ""More than 30,000"", ""type"": ""CARDINAL"", ""start"": 0, ""end"": 16, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 36, ""end"": 42, ""cms"": null}, {""text"": ""Surrey"", ""type"": ""GPE"", ""start"": 46, ""end"": 52, ""cms"": null}]",O
