	Rank	Link	Title	Sentiment_Title	Labels	subjectivity_label	subjectivity_text	Is_Money	Name
63	129	https://www.theguardian.com/education/2012/jan/07/school-sports-cuts-olympic-tessa-jowell	School sports cuts threaten the Olympic legacy, says Tessa Jowell	Neg	Neg	objective	objective: School sports cuts threaten the Olympic legacy, says Tessa Jowell	O	Guardian
64	239	https://www.theguardian.com/sport/2012/jan/19/london-olympic-press-legacy-shortlist	London Olympic press and media centre legacy shortlist revealed	Neutral	Neu	objective	objective: London Olympic press and media centre legacy shortlist revealed	O	Guardian
65	102	https://www.theguardian.com/sport/2012/jan/27/london-2012-home-stretch-anaylsis	London 2012 faces hurdles on the home stretch | Owen Gibson	Neutral	Neg	objective	objective: London 2012 faces hurdles on the home stretch | Owen Gibson	O	Guardian
66	241	https://www.theguardian.com/commentisfree/2012/feb/06/olypic-legacy-festival-of-people	The Olympic legacy will be a festival of the people | Dennis Hone and Andrew Altman	Pos	Pos	subjective	subjective: The Olympic legacy will be a festival of the people | Dennis Hone and Andrew Altman	O	Guardian
67	198	https://www.theguardian.com/sport/2012/feb/08/olympic-legacy-baroness-ford-2012	Olympic legacy head Baroness Ford to step down after London 2012 Games	Neg	Neu	objective	objective: Olympic legacy head Baroness Ford to step down after London 2012 Games	O	Guardian
68	265	https://www.theguardian.com/sport/london-2012-olympics-blog/2012/feb/08/school-legacy-olympics-london-2012	School sports legacy increasingly at risk as Olympics draw near | Owen Gibson	Neg	Neg	objective	objective: School sports legacy increasingly at risk as Olympics draw near | Owen Gibson	O	Guardian
69	39	https://www.theguardian.com/education/2012/feb/20/universities-olympic-2012-legacy-collaboration	Universities' Olympic legacy will be one of collaboration	Pos	Pos	objective	objective: Universities' Olympic legacy will be one of collaboration	O	Guardian
70	162	https://www.theguardian.com/society/2012/mar/20/london-2012-olympic-legacy-community	London 2012: Game plan to boost community	Pos	Pos	objective	objective: London 2012: Game plan to boost community	O	Guardian
71	166	https://www.theguardian.com/sport/2012/mar/27/london-2012-ioc-legacy	London 2012 has 'raised the bar' on legacy planning, says IOC president	Pos	Pos	objective	objective: London 2012 has 'raised the bar' on legacy planning, says IOC president	O	Guardian
72	98	https://www.theguardian.com/sport/video/2012/mar/28/cameron-olympics-security-legacy-video	David Cameron discusses London 2012 Olympics security and legacy – video	Pos	Pos	objective	objective: David Cameron discusses London 2012 Olympics security and legacy – video	O	Guardian
73	204	https://www.theguardian.com/higher-education-network/blog/2012/may/02/london-2012-olympics-universities-legacy	London 2012 Olympics: how should universities contribute to the legacy?	other	Neu	objective	objective: London 2012 Olympics: how should universities contribute to the legacy?	O	Guardian
74	236	https://www.theguardian.com/sport/video/2012/jun/13/london-2012-olympics-legacy-stratford-video	London 2012 Olympics legacy: Bringing Beverly Hills to Stratford - video	Pos	Pos	objective	objective: London 2012 Olympics legacy: Bringing Beverly Hills to Stratford - video	O	Guardian
75	151	https://www.theguardian.com/sport/2012/jun/13/london-2012-legacy-battle-newham	London 2012 legacy: the battle begins on a Newham estate	Pos	Neg	objective	objective: London 2012 legacy: the battle begins on a Newham estate	O	Guardian
76	271	https://www.theguardian.com/sport/video/2012/jun/13/london-2012-legacy-olympics-homes-video	London 2012 legacy: 'The Olympics has cost me my home' - video	Pos	Neg	objective	objective: London 2012 legacy: 'The Olympics has cost me my home' - video	O	Guardian
77	218	https://www.theguardian.com/sport/2012/jun/15/wind-rain-olympic-legacy	Letters: Wind, rain and the Olympic legacy	Pos	Neu	objective	objective: Letters: Wind, rain and the Olympic legacy	O	Guardian
78	183	https://www.theguardian.com/sport/2012/jun/19/olympic-park-london-2012-games	Olympic Park legacy chief to step down after London 2012 Games	Neg	Neu	objective	objective: Olympic Park legacy chief to step down after London 2012 Games	O	Guardian
79	190	https://www.theguardian.com/sport/2012/jun/22/london-2012-olympic-legacy-sport	London 2012: Rise in playing sport 'evidence of Olympic effect'	Pos	Pos	objective	objective: London 2012: Rise in playing sport 'evidence of Olympic effect'	O	Guardian
80	261	https://www.theguardian.com/sport/2012/jun/25/london-2012-olympic-training-camps	London 2012: Olympic training camps spread Games fever across the UK	Pos	Pos	objective	objective: London 2012: Olympic training camps spread Games fever across the UK	O	Guardian
81	46	https://www.theguardian.com/commentisfree/2012/jul/07/2012-olympics-good-east-london	Will the Olympics be a winner for east London?	Pos	Pos	objective	objective: Will the Olympics be a winner for east London?	O	Guardian
82	270	https://www.theguardian.com/politics/davehillblog/2012/jul/11/london-olympic-river-lea-towpath-protest	London legacy: security and towpath protests	Pos	Neu	objective	objective: London legacy: security and towpath protests	O	Guardian
83	199	https://www.theguardian.com/commentisfree/2012/jul/13/transport-for-london-olympic-message	Transport for London's 'keep away' message may leave an Olympic legacy | Annie Mole	Neg	Pos	objective	objective: Transport for London's 'keep away' message may leave an Olympic legacy | Annie Mole	O	Guardian
84	122	https://www.theguardian.com/artanddesign/2012/jul/15/white-building-lea-river-park	The White Building/ Lea River Park – review	Neutral	Neu	objective	objective: The White Building/ Lea River Park – review	O	Guardian
85	100	https://www.theguardian.com/commentisfree/2012/jul/15/editorial-olympics-good-for-britain	London 2012: Despite our anxieties, the Olympics will be a force for good in Britain | Observer editorial	Pos	Pos	objective	objective: London 2012: Despite our anxieties, the Olympics will be a force for good in Britain | Observer editorial	O	Guardian
86	99	https://www.theguardian.com/artanddesign/gallery/2012/jul/15/architecture-olympics-2012	Lea River Park: linking the Thames to the Olympic Park – in pictures	Pos	Neu	objective	objective: Lea River Park: linking the Thames to the Olympic Park – in pictures	O	Guardian
87	76	https://www.theguardian.com/sport/2012/jul/16/olympics-gardeners-juggle-blooms-london	London 2012: Olympic Park's gardeners juggle their blooms	Neutral	Neu	objective	objective: London 2012: Olympic Park's gardeners juggle their blooms	O	Guardian
88	203	https://www.theguardian.com/p/394em	London 2012: Sir Steve Redgrave visits Newham to see the Olympic legacy in action - video	Pos	Pos	objective	objective: London 2012: Sir Steve Redgrave visits Newham to see the Olympic legacy in action - video	O	Guardian
89	273	https://www.theguardian.com/uk/video/2012/jul/17/london-2012-olympics-steve-redgrave-legacy-video	London 2012: Sir Steve Redgrave visits Newham to see the Olympic legacy in action - video	Pos	Pos	objective	objective: London 2012: Sir Steve Redgrave visits Newham to see the Olympic legacy in action - video	O	Guardian
90	235	https://www.theguardian.com/sport/datablog/2012/jul/19/london-2012-olympic-sponsors-list	London 2012 Olympic sponsors list: who are they and what have they paid?	other	Neu	objective	objective: London 2012 Olympic sponsors list: who are they and what have they paid?	O	Guardian
91	146	https://www.theguardian.com/housing-network/2012/jul/19/olympic-legacy-social-housing-east-village	The Olympic legacy: creating a new community for London in Stratford	Pos	Pos	objective	objective: The Olympic legacy: creating a new community for London in Stratford	O	Guardian
92	167	https://www.theguardian.com/sport/datablog/2012/jul/19/olympic-legacy-boroughs-compare-children	Olympic legacy: how the six Olympic boroughs compare for children	Neutral	Neu	subjective	subjective: Olympic legacy: how the six Olympic boroughs compare for children	O	Guardian
93	59	https://www.theguardian.com/voluntary-sector-network/2012/jul/19/voluntary-sector-olympic-legacy	Live Q&A: The Olympic legacy for the voluntary sector, Tuesday 24 July	Pos	Pos	objective	objective: Live Q&A: The Olympic legacy for the voluntary sector, Tuesday 24 July	O	Guardian
94	77	https://www.theguardian.com/uk/davehillblog/2012/jul/19/london-olympic-park-river-lea-hackeny-wick-bridge	London legacy: bridge-building in Hackney Wick	other	Pos	objective	objective: London legacy: bridge-building in Hackney Wick	O	Guardian
95	220	https://www.theguardian.com/housing-network/2012/jul/20/housing-regeneration-london-2012-olympics-live-discussion	Live discussion: regeneration and the London 2012 Olympics	Pos	Pos	objective	objective: Live discussion: regeneration and the London 2012 Olympics	O	Guardian
96	179	https://www.theguardian.com/housing-network/2012/jul/28/top-tips-housing-olympic-legacy	Top tips: regeneration and the Olympic legacy for London	Pos	Pos	objective	objective: Top tips: regeneration and the Olympic legacy for London	O	Guardian
97	128	https://www.theguardian.com/artanddesign/2012/jul/30/london-2012-hidden-olympic-legacy	London 2012: The hidden Olympic legacy	Pos	Pos	objective	objective: London 2012: The hidden Olympic legacy	O	Guardian
98	229	https://www.theguardian.com/commentisfree/2012/aug/02/rio-2016-santa-claus-olympic-profit	The London Olympics has much to delight – but forget any talk of a legacy	Neutral	Pos	objective	objective: The London Olympics has much to delight – but forget any talk of a legacy	O	Guardian
99	251	https://www.theguardian.com/healthcare-network/2012/aug/03/children-olympic-legacy-collaboration	We need collaboration to realise Olympic legacy	Pos	Pos	objective	objective: We need collaboration to realise Olympic legacy	O	Guardian
100	256	https://www.theguardian.com/sport/2012/aug/06/olympic-legacy-school-sports-provision	Olympic legacy: school sports provision patchy across UK, admits Jeremy Hunt	Pos	Neg	objective	objective: Olympic legacy: school sports provision patchy across UK, admits Jeremy Hunt	O	Guardian
101	103	https://www.theguardian.com/sport/2012/aug/07/london-2012-credit-olympic-games	London 2012: who is claiming credit for the Olympic Games?	Pos	Neu	objective	objective: London 2012: who is claiming credit for the Olympic Games?	O	Guardian
102	197	https://www.theguardian.com/voluntary-sector-network/2012/aug/07/best-bits-olympic-legacy-volunteering	Best bits: The Olympic legacy for the voluntary sector	Pos	Pos	subjective	subjective: Best bits: The Olympic legacy for the voluntary sector	O	Guardian
103	242	https://www.theguardian.com/uk/2012/aug/09/stratford-olympic-legacy-better	Stratford's Olympic legacy: 'It's been far better than I thought'	Pos	Pos	subjective	subjective: Stratford's Olympic legacy: 'It's been far better than I thought'	O	Guardian
104	63	https://www.theguardian.com/uk/2012/aug/10/london-2012-legacy-lord-coe-warns	London 2012 legacy: Coe warns that children likely to be less fit than parents	Neg	Neg	objective	objective: London 2012 legacy: Coe warns that children likely to be less fit than parents	O	Guardian
105	85	https://www.theguardian.com/uk/blog/2012/aug/10/olympic-legacy-riots	Olympic legacy? We've still got a riot legacy to deal with | Michael White	Pos	Neg	objective	objective: Olympic legacy? We've still got a riot legacy to deal with | Michael White	O	Guardian
106	228	https://www.theguardian.com/uk/2012/aug/12/olympic-games-legacy-london-2012-cameron	Olympic Games have shown world what Britain is made of, says Cameron	Pos	Pos	objective	objective: Olympic Games have shown world what Britain is made of, says Cameron	O	Guardian
107	255	https://www.theguardian.com/uk/2012/aug/12/seb-coe-olympics-legacy-ambassador	Lord Coe to become Olympics legacy ambassador	Pos	Pos	objective	objective: Lord Coe to become Olympics legacy ambassador	O	Guardian
108	238	https://www.theguardian.com/sport/2012/aug/13/politicians-success-london-olympics	London 2012: Olympics success hailed by politicians	Pos	Pos	objective	objective: London 2012: Olympics success hailed by politicians	O	Guardian
109	240	https://www.theguardian.com/uk/the-northerner/2012/aug/13/olympics-legacy-northern-england	Olympic legacy: winning for the north	Pos	Pos	objective	objective: Olympic legacy: winning for the north	O	Guardian
110	237	https://www.theguardian.com/commentisfree/2012/aug/13/london-2012-olympic-games-legacy	London 2012: the legacy of a flag to share | Editorial	Pos	Pos	objective	objective: London 2012: the legacy of a flag to share | Editorial	O	Guardian
111	80	https://www.theguardian.com/uk/2012/aug/14/london-2012-olympic-legacy	London 2012 euphoria has died, but will the Olympic legacy live on?	Pos	Pos	objective	objective: London 2012 euphoria has died, but will the Olympic legacy live on?	O	Guardian
112	160	https://www.theguardian.com/society/davehillblog/2012/aug/14/regeneration-goals-olympics-london	Olympic diary: five outline legacy goals	Neutral	Neu	objective	objective: Olympic diary: five outline legacy goals	O	Guardian
113	232	https://www.theguardian.com/uk/2012/aug/14/olympic-legacy-london-2012-school-sport	London 2012's school sport legacy? Maybe it slipped Cameron's mind	other	Neg	subjective,objective	subjective: Maybe it slipped Cameron's mind,objective: London 2012's school sport legacy?	O	Guardian
114	81	https://www.theguardian.com/commentisfree/2012/aug/14/london-olympic-spoils	If London is now a 'can-do' city, what can it do with the Olympic spoils? | Dave Hill	Neutral	Neg	objective	objective: If London is now a 'can-do' city, what can it do with the Olympic spoils? | Dave Hill	O	Guardian
115	205	https://www.theguardian.com/artanddesign/2012/aug/19/olympic-park-regeneration-rowan-moore	How the Olympics will shape the future of east London	Pos	Pos	objective	objective: How the Olympics will shape the future of east London	O	Guardian
116	187	https://www.theguardian.com/uk/gallery/2012/aug/19/olympic-legacy-architecture	The future of the Olympic Park – in pictures	Pos	Pos	objective	objective: The future of the Olympic Park – in pictures	O	Guardian
117	254	https://www.theguardian.com/media/2012/aug/20/olympic-legacy-channel-to-launch	Olympic legacy channel set for launch	Pos	Pos	objective	objective: Olympic legacy channel set for launch	O	Guardian
118	161	https://www.theguardian.com/commentisfree/video/2012/aug/20/julien-temple-london-energy-video	Julien Temple: London's energy comes from the people, not the landmarks – video	Pos	Pos	objective	objective: Julien Temple: London's energy comes from the people, not the landmarks – video	O	Guardian
119	159	https://www.theguardian.com/media-network/media-network-blog/2012/aug/20/london-2012-olympic-legacy	What are London 2012 sponsors doing to ensure an Olympic legacy?	Pos	Pos	objective	objective: What are London 2012 sponsors doing to ensure an Olympic legacy?	O	Guardian
120	73	https://www.theguardian.com/sport/2012/sep/09/olympic-games-legacy-togetherness	Sun and celebration as Britain's Olympic summer reaches end	Pos	Pos	objective	objective: Sun and celebration as Britain's Olympic summer reaches end	O	Guardian
121	215	https://www.theguardian.com/politics/2012/sep/12/boris-johnson-olympic-park-legacy	Boris Johnson takes charge of Olympic Park's future	Pos	Pos	objective	objective: Boris Johnson takes charge of Olympic Park's future	O	Guardian
122	200	https://www.theguardian.com/education/davehillblog/2012/sep/25/chobham-academy-olympic-park-east-village	Olympic legacy: creating a community	Pos	Pos	objective	objective: Olympic legacy: creating a community	O	Guardian
123	185	https://www.theguardian.com/sport/2012/oct/10/olympic-park-next-incarnation-dennis-hone	The man in charge of the Olympic Park's next incarnation	Pos	Pos	objective	objective: The man in charge of the Olympic Park's next incarnation	O	Guardian
124	52	https://www.theguardian.com/uk/2012/oct/14/designer-high-line-olympic-park	Designer behind New York's High Line reveals plans for Olympic Park	Pos	Pos	objective	objective: Designer behind New York's High Line reveals plans for Olympic Park	O	Guardian
125	234	https://www.theguardian.com/uk/2012/oct/19/grassroots-clubs-london-2012-legacy	Grassroots clubs say government is endangering London 2012 legacy	other	Neg	objective	objective: Grassroots clubs say government is endangering London 2012 legacy	O	Guardian
126	101	https://www.theguardian.com/uk/blog/2012/oct/18/olympic-legacy-london-2012-lord-coe	Lord Coe's London 2012 mission is impossible without clearer thinking | Owen Gibson	Neutral	Neg	objective	objective: Lord Coe's London 2012 mission is impossible without clearer thinking | Owen Gibson	O	Guardian
127	212	https://www.theguardian.com/sport/2012/oct/23/london-2012-olympics-cost-total	London 2012 Olympics will cost a total of £8.921bn, says minister	Neg	Neu	objective	objective: London 2012 Olympics will cost a total of £8.921bn, says minister	Money	Guardian
128	156	https://www.theguardian.com/small-business-network/2012/nov/14/panel-talk-london-olympics	Olympic legacy: what did the London Games do for your business?	other	Neu	objective	objective: Olympic legacy: what did the London Games do for your business?	O	Guardian
129	139	https://www.theguardian.com/teacher-network/teacher-blog/2012/nov/22/olympic-legacy-marginal-gains-students	An unexpected Olympic legacy: how to make marginal gains with your students	Pos	Pos	subjective	subjective: An unexpected Olympic legacy: how to make marginal gains with your students	O	Guardian
130	64	https://www.theguardian.com/commentisfree/2012/nov/23/london-2012-olympics-best-ever	Was London 2012 the best Olympics ever? | Jacques Rogge	Pos	Pos	subjective,objective	subjective: | Jacques Rogge,objective: Was London 2012 the best Olympics ever?	O	Guardian
131	68	https://www.theguardian.com/uk/2012/nov/27/london-2012-aquatics-centre-transformation	London 2012 Aquatics Centre begins transformation	Pos	Pos	objective	objective: London 2012 Aquatics Centre begins transformation	O	Guardian
132	42	https://www.theguardian.com/business/2012/dec/04/construction-sector-olympic-park-gloom	Olympic glory can't save construction sector from downturn	Neg	Neg	objective	objective: Olympic glory can't save construction sector from downturn	O	Guardian
133	208	https://www.theguardian.com/sport/2012/dec/05/london-2012-olympics-value-for-money	London 2012 Olympics were good value for money, says spending watchdog	Pos	Pos	objective	objective: London 2012 Olympics were good value for money, says spending watchdog	O	Guardian
134	120	https://www.theguardian.com/science/video/2012/dec/07/recycled-games-video-olympic-legacy-video	The Recycled Games: a sustainable Olympic legacy - video	Neutral	Pos	subjective	subjective: The Recycled Games: a sustainable Olympic legacy - video	O	Guardian
135	55	https://www.theguardian.com/sport/2012/dec/27/true-olympic-legacy-white-elephants	Letters: The true Olympic legacy is white elephants on our doorstep	Pos	Neg	objective	objective: Letters: The true Olympic legacy is white elephants on our doorstep	O	Guardian
136	163	https://www.theguardian.com/uk/2012/dec/27/london-2012-fears-sporting-legacy	London 2012: fears over sporting legacy dull the shine from a golden year	Neg	Neg	objective	objective: London 2012: fears over sporting legacy dull the shine from a golden year	O	Guardian
137	72	https://www.theguardian.com/media/2013/jan/22/live-nation-olympic-stadium	Live Nation strikes deal to exclusively host gigs at Olympic Stadium	Pos	Pos	objective	objective: Live Nation strikes deal to exclusively host gigs at Olympic Stadium	O	Guardian
138	56	https://www.theguardian.com/politics/2013/jan/26/poll-olympic-legacy-sport	First poll on Olympic legacy finds 65% think coalition has failed to boost sport	Neg	Neg	objective	objective: First poll on Olympic legacy finds 65% think coalition has failed to boost sport	O	Guardian
139	155	https://www.theguardian.com/uk/2013/jan/26/fury-lost-london-2012-games-legacy	Fury over lost London 2012 Games legacy as school sport funds dry up	Neg	Neg	objective	objective: Fury over lost London 2012 Games legacy as school sport funds dry up	O	Guardian
140	152	https://www.theguardian.com/education/2013/jan/26/london-olympics-legacy-schools	After all the promises, where is the legacy of London 2012?	Neg	Neu	objective	objective: After all the promises, where is the legacy of London 2012?	O	Guardian
141	36	https://www.theguardian.com/commentisfree/2013/jan/27/olympic-legacy-failed-jobs-london	The Olympic legacy has failed to bring jobs to London's East End | Rushanara Ali	Neg	Neg	objective	objective: The Olympic legacy has failed to bring jobs to London's East End | Rushanara Ali	O	Guardian
142	193	https://www.theguardian.com/uk/2013/feb/12/london-2012-legacy-olympics	London 2012's legacy: diggers and a potential white elephant in the stadium	other	Neg	objective	objective: London 2012's legacy: diggers and a potential white elephant in the stadium	O	Guardian
143	119	https://www.theguardian.com/education/2013/mar/13/teachers-sport-policy-olympic-legacy	Teachers fear new school sport policy may fail to deliver Olympic legacy	Neg	Neg	objective	objective: Teachers fear new school sport policy may fail to deliver Olympic legacy	O	Guardian
144	65	https://www.theguardian.com/society/2013/mar/25/sports-and-leisure-cuts-olympic-legacy	Sports and leisure cuts put Olympic legacy at risk	Neg	Neg	objective	objective: Sports and leisure cuts put Olympic legacy at risk	O	Guardian
145	124	https://www.theguardian.com/p/3f8nb/tf	London 2012 Olympic Park regenerated before opening to public - timelapse video	other	Pos	objective	objective: London 2012 Olympic Park regenerated before opening to public - timelapse video	O	Guardian
146	180	https://www.theguardian.com/uk/2013/apr/19/legacy-london-2012-fizzling-out	MPs warn legacy of London 2012 volunteers is 'fizzling out'	Neg	Neg	objective	objective: MPs warn legacy of London 2012 volunteers is 'fizzling out'	O	Guardian
147	189	https://www.theguardian.com/sport/video/2013/apr/25/mo-farah-returns-to-olympic-stadium-video	Mo Farah returns to Olympic stadium – video	Pos	Pos	objective	objective: Mo Farah returns to Olympic stadium – video	O	Guardian
148	186	https://www.theguardian.com/sport/2013/jul/05/legacy-olympics-photos-stories	The legacy of the London Olympics 2012: share your photos and stories	Pos	Pos	objective	objective: The legacy of the London Olympics 2012: share your photos and stories	O	Guardian
149	113	https://www.theguardian.com/local-government-network/2013/jul/09/london-olympic-regeneration-benefit-capital	London's Olympic regeneration: how can we ensure all of London benefits?	Pos	Pos	objective	objective: London's Olympic regeneration: how can we ensure all of London benefits?	O	Guardian
150	165	https://www.theguardian.com/sport/2013/jul/19/lord-coe-quits-ambassador-olympic-legacy	Lord Coe: I'm quitting to make sure Olympic legacy is delivered	Pos	Pos	objective	objective: Lord Coe: I'm quitting to make sure Olympic legacy is delivered	O	Guardian
151	157	https://www.theguardian.com/commentisfree/2013/jul/19/london-2012-olympic-legacy-10bn	London 2012 added up to more than pounds and pence | Zoe Williams	Neutral	Neu	objective	objective: London 2012 added up to more than pounds and pence | Zoe Williams	Money	Guardian
152	89	https://www.theguardian.com/sport/2013/jul/20/anniversary-games-london-2012-olympics	Anniversary Games set to celebrate London 2012 Olympics in style	Pos	Pos	objective	objective: Anniversary Games set to celebrate London 2012 Olympics in style	O	Guardian
153	14	https://www.theguardian.com/artanddesign/2013/jul/21/london-2012-olympics-architecture-legacy	London's Olympics legacy faces early disqualification	Neg	Neg	objective	objective: London's Olympics legacy faces early disqualification	O	Guardian
154	177	https://www.theguardian.com/sport/2013/jul/23/london-2012-legacy-swimming-cycling-athletics	London 2012 was one year ago but the jury is still out on its legacy	Neg	Neg	objective	objective: London 2012 was one year ago but the jury is still out on its legacy	O	Guardian
155	194	https://www.theguardian.com/sport/2013/jul/23/christine-ohuruogu-2012-olympics-legacy	Christine Ohuruogu goes on the school run to cement Olympic legacy	Pos	Pos	objective	objective: Christine Ohuruogu goes on the school run to cement Olympic legacy	O	Guardian
156	182	https://www.theguardian.com/uk-news/2013/jul/23/olympic-legacy-job-in-progress	Letters: Olympic legacy is a job in progress	Pos	Pos	objective	objective: Letters: Olympic legacy is a job in progress	O	Guardian
157	196	https://www.theguardian.com/sport/2013/jul/23/london-olympics-2012-legacy	London Olympics legacy hit by 'barmy lack of joined-up thinking'	Neg	Neg	objective	objective: London Olympics legacy hit by 'barmy lack of joined-up thinking'	O	Guardian
158	135	https://www.theguardian.com/football/2013/jul/24/west-ham-debt-olympic-stadium	West Ham United must pay £70m bank debt before Olympic Stadium move	Neg	Neg	objective	objective: West Ham United must pay £70m bank debt before Olympic Stadium move	Money	Guardian
159	149	https://www.theguardian.com/uk-news/guardianwitness-blog/2013/jul/25/legacy-olympics-your-stories	London 2012: what has the legacy of the Olympic Games been for you?	other	Neu	objective	objective: London 2012: what has the legacy of the Olympic Games been for you?	O	Guardian
160	175	https://www.theguardian.com/commentisfree/2013/jul/25/olympic-legacy-running-on-empty	Olympic legacy: running on empty | Editorial	Neg	Neg	subjective	subjective: Olympic legacy: running on empty | Editorial	O	Guardian
161	178	https://www.theguardian.com/uk-news/2013/jul/25/boris-johnson-usain-bolt-london-olympics	Boris Johnson trumpets Olympic legacy as Usain Bolt returns to London	Pos	Pos	objective	objective: Boris Johnson trumpets Olympic legacy as Usain Bolt returns to London	O	Guardian
162	145	https://www.theguardian.com/sport/video/2013/jul/26/anniversary-games-london-2012-olympics-video	Anniversary Games marks one year since London 2012 Olympics - video	Pos	Pos	objective	objective: Anniversary Games marks one year since London 2012 Olympics - video	O	Guardian
163	18	https://www.theguardian.com/uk-news/2013/jul/26/one-year-on-olympic-legacy	One year on, what legacy has the London Olympic Games left us?	Neg	Neu	objective	objective: One year on, what legacy has the London Olympic Games left us?	O	Guardian
164	176	https://www.theguardian.com/commentisfree/2013/jul/26/olympic-legacy-public-funding-works	The Olympic legacy is that it proved public funding works | Andrew Simms	Pos	Pos	subjective	subjective: The Olympic legacy is that it proved public funding works | Andrew Simms	O	Guardian
165	202	https://www.theguardian.com/society/davehillblog/2013/jul/29/east-london-regeneration-olympic-park	London Olympics: the long distance East End legacy	Pos	Pos	objective	objective: London Olympics: the long distance East End legacy	O	Guardian
166	150	https://www.theguardian.com/artanddesign/2013/aug/06/olympic-legacy-street-art-graffiti-fury	Olympic legacy murals met with outrage by London street artists	Neg	Neg	objective	objective: Olympic legacy murals met with outrage by London street artists	O	Guardian
167	147	https://www.theguardian.com/sport/2013/nov/06/london-2012-olympic-debbie-jevans-legacy	London 2012 Olympic organiser says 'we missed a legacy trick'	Neg	Neg	objective	objective: London 2012 Olympic organiser says 'we missed a legacy trick'	O	Guardian
168	192	https://www.theguardian.com/football/video/2013/nov/21/olympic-stadium-west-ham-united-video	Work begins on turning Olympic Stadium into West Ham United's new home – video	Pos	Pos	objective	objective: Work begins on turning Olympic Stadium into West Ham United's new home – video	O	Guardian
169	168	https://www.theguardian.com/artanddesign/2013/nov/22/chobham-academy-olympic-legacy-school	Chobham Academy: the school with an Olympic playground	Pos	Pos	objective	objective: Chobham Academy: the school with an Olympic playground	O	Guardian
170	191	https://www.theguardian.com/sport/2013/nov/26/olympic-village-residents-homes-stratford	Residents start making homes in Olympic village	other	Pos	objective	objective: Residents start making homes in Olympic village	O	Guardian
171	91	https://www.theguardian.com/uk-news/video/2013/nov/27/london-olympic-village-stratford-first-residents-video	London's Olympic village: first residents move in - video	Pos	Pos	objective	objective: London's Olympic village: first residents move in - video	O	Guardian
172	19	https://www.theguardian.com/uk-news/davehillblog/2013/nov/28/is-east-london-gaining-olympics-legacy	Is East London gaining from the Olympic legacy?	Pos	Neu	objective	objective: Is East London gaining from the Olympic legacy?	O	Guardian
173	32	https://www.theguardian.com/sport/2013/dec/12/london-2012-olympic-legacy-young-people-shun-sport	London 2012 Olympic Games legacy questioned as young people shun sport	Neg	Neg	objective	objective: London 2012 Olympic Games legacy questioned as young people shun sport	O	Guardian
174	47	https://www.theguardian.com/uk-news/2013/dec/18/olympics-fail-create-healthier-active-health-survey-of-england	Olympics fail to create healthier and more active population, says survey	Neg	Neg	objective	objective: Olympics fail to create healthier and more active population, says survey	O	Guardian
175	69	https://www.theguardian.com/uk-news/2014/jan/15/london-olympic-games-2012-land-parkland	London Olympic Games 2012 land will be public parkland by spring	other	Pos	objective	objective: London Olympic Games 2012 land will be public parkland by spring	O	Guardian
176	140	https://www.theguardian.com/sport/2014/feb/25/london-aquatics-centre-open-to-public	London Aquatics Centre ready to open its facilities to general public	Pos	Pos	objective	objective: London Aquatics Centre ready to open its facilities to general public	O	Guardian
177	181	https://www.theguardian.com/uk-news/2014/mar/02/london-aquatics-centre-2012-legacy	London Aquatics Centre: Take a Daley dive or Adlington dip at £3.50 off-peak	Neutral	Neu	objective	objective: London Aquatics Centre: Take a Daley dive or Adlington dip at £3.50 off-peak	Money	Guardian
178	169	https://www.theguardian.com/lifeandstyle/2014/mar/28/london-olympic-velodrome-open-cycling-public	London's Olympic velodrome set to welcome cycling public	Pos	Pos	objective	objective: London's Olympic velodrome set to welcome cycling public	O	Guardian
179	153	https://www.theguardian.com/uk-news/2014/apr/02/london-olympic-park-open-public	London's £12bn Olympic park opens up to the public	Pos	Pos	objective	objective: London's £12bn Olympic park opens up to the public	O	Guardian
180	172	https://www.theguardian.com/artanddesign/gallery/2014/apr/06/posters-olympic-legacy	Your Ad Here - in pictures	other	Neu	subjective	subjective: Your Ad Here - in pictures	O	Guardian
181	188	https://www.theguardian.com/travel/2014/apr/08/queen-elizabeth-olympic-park-london	The Queen Elizabeth Olympic Park: a visitor's guide	Neutral	Neu	objective	objective: The Queen Elizabeth Olympic Park: a visitor's guide	O	Guardian
182	170	https://www.theguardian.com/sport/blog/2014/apr/11/olympic-park-legacy-glory-london-2012	Olympic Park basks in legacy afterglow but where are the signs of glory? | Richard Williams	Pos	Pos	objective	objective: Olympic Park basks in legacy afterglow but where are the signs of glory? | Richard Williams	O	Guardian
183	107	https://www.theguardian.com/cities/2014/aug/11/stratford-legacy-share-your-experiences-olympics-regeneration	Stratford's Olympics legacy: boon or bust? Share your experiences	Pos	Neu	subjective,objective	subjective: Share your experiences,objective: Stratford's Olympics legacy: boon or bust?	O	Guardian
184	38	https://www.theguardian.com/cities/2014/aug/15/stratford-regeneration-your-stories-olympic-legacy	This is east London, not Park Lane': Stratford's regeneration, in your words	Pos	Neu	objective	objective: This is east London, not Park Lane': Stratford's regeneration, in your words	O	Guardian
185	13	https://www.theguardian.com/uk-news/blog/2015/mar/25/olympic-legacy-london-2012-idle-boasts	Golden promises of London 2012’s legacy turn out to be idle boasts | Owen Gibson	Pos	Neg	subjective	subjective: Golden promises of London 2012’s legacy turn out to be idle boasts | Owen Gibson	O	Guardian
